,datetime,tweet_id,text,screen_name,name
0,2020-08-21 04:19:31,1296663195172712448,@analog_ashley What a sad tweet. Truth is really stranger than fiction.,Neuro_musings,Aparna Shah 🧠 👩‍🔬
1,2020-08-21 04:18:53,1296663038137786368,"context: personal health scare, got rlly played by the guy i was talking to, stress-induced insomnia so i’ve slept 4 hours in 4 days, neuro midterm, then found out my grandma/adoptive parent has cancer again",solliegrace,sollie
2,2020-08-21 04:18:30,1296662941291253761,@JSCVD2 @almuftifawaz Dear Sir/Madam. This is Delica Medical who is working on robotic-TCD for neuro ICU cerebral automatic monitoring and multimodal solutions. We have reference sites across Europe and USA.,DelicaMedical,Delica Medical
3,2020-08-21 04:18:14,1296662871510843393,RT @OptaHos: @neuro_words @hildahrabut It is so deep that drilling it the whole of Kitui would be flooded.,kariuk_i,Gachucha
4,2020-08-21 04:16:46,1296662505582821376,i was dumb as hell for telling my parents i want to be a neuro 💔👄💔,almond_m1lk,ver♡nica
5,2020-08-21 04:16:12,1296662361865158657,RT @Lynn26772903: @MysterySolvent Loss of right sided neuro functioning.,KidzrusX5,Republican voting BLUE
6,2020-08-21 04:15:20,1296662145099116544,"RT @ET_Exists: #WomenInSTEM Twitter Series Episode 99:

Habon Issa (@IssaHabon) is a 2nd year Neuroscience PhD student @NYULH_Neuro. She ea…",quadraticadder,Steve B. 🇨🇦
7,2020-08-21 04:14:22,1296661898738511874,RT @FumikoHoeft: Wow @UCBerkeley has an Assis Prof job ad up already. In neurodevelopmental disorders such as #ASD &amp;/or early #adversity th…,diversityup,Diversity Tweets
8,2020-08-21 04:14:18,1296661884800622592,@ET_Exists @IssaHabon @NYULH_Neuro @GWtweets @HopkinsNeuro Congratulations and wishing you much success!!,TomFulop,Tom Fulop-Lover of all things SPACE 🇦🇺
9,2020-08-21 04:10:23,1296660898153603073,@jskalia Dear Sir/Madam. This is Delica Medical who is working on robotic-TCD for neuro ICU cerebral automatic monitoring and multimodal solutions. We have reference sites across Europe and USA.,DelicaMedical,Delica Medical
10,2020-08-21 04:09:18,1296660623258816513,"RT @crozSciTech: It's happening again 😲.

Save the dates for Super @neuromatch on Oct 26-30!

This time massively expanded to all of neuros…",cognoman5,Arjun Ramakrishnan
11,2020-08-21 04:07:38,1296660203773952003,"Wow @UCBerkeley has an Assis Prof job ad up already. In neurodevelopmental disorders such as #ASD &amp;/or early #adversity that is interdisciplinary; from clinical to neuro &amp; other areas. And love it that they take #diversity, #equity, &amp; #inclusion seriously https://t.co/6SKiVjaLOe",FumikoHoeft,Fumiko Hoeft
12,2020-08-21 04:04:00,1296659290573373440,@TaZMatic_ Is this Florida? Has to be,Neuro_murseRN,This too shall pass
13,2020-08-21 04:00:23,1296658379780259841,So powerful and brave. #BidenHarris2020  https://t.co/ZScLZXLFGv,neuro_rad,RadResister
14,2020-08-21 03:59:29,1296658156249133056,"@jenbrea @farid__jalali @CDCgov I think because I had a long period where my acute and “post” symptoms were significantly overlapping. The desaturation, extreme neuro stuff, POTs, and a few other sx didn’t fit what I read about MCAS and those were primary for me for several months.",lagresti,Lauren
15,2020-08-21 03:58:51,1296657997200908289,@juahermo @felipeharboe @sebastianpinera @min_interior Dear Sir/Madam. This is Delica Medical who is working on robotic-TCD for neuro ICU cerebral automatic monitoring and multimodal solutions. We have reference sites across Europe and USA.,DelicaMedical,Delica Medical
16,2020-08-21 03:53:59,1296656768777494531,"RT @Acosta: Brayden Harrington, boy who has a stutter, speaks courageously at DNC about his interaction with Biden: “Joe Biden cared.”",neuro_rad,RadResister
17,2020-08-21 03:53:08,1296656557686620163,@realDonaldTrump You sound so desperate #BidenHarris2020,neuro_rad,RadResister
18,2020-08-21 03:51:58,1296656261430128642,"@maycub @jacobsoboroff @PhilipRucker @JuliaEAinsley Maybe, though that’s unclear. Evil Stevie’s uncle has stated that Miller’s views are problematic and don’t represent their family. It’s possible he was just born with a neuro glitch that made him a low empathy person from the start.",classicalfan,M C
19,2020-08-21 03:51:55,1296656248998375427,@jmatwood My mcas seems super neuro. ¯\_(ツ)_/¯,aaliju,Julia
20,2020-08-21 03:51:38,1296656180417376257,"@crozSciTech @neuromatch @KordingLab @neuralreckoning @meganakpeters @titipat_a @TPVogels @YiotaPoirazi If you are interested in statistical connectomics https://t.co/3GABlYTJmf, or big data stuff, https://t.co/TZrJcx1daU, let me know how I can help this awesome effort! @KordingLab @GunnarBlohm",neuro_data,jovo
21,2020-08-21 03:51:02,1296656026251427840,"RT @grumpymillenial: @PeterBraunwart @Acosta The teleprompter excuse already? Okay then. Tell me, how does Trump say Thailand? Yosemite? Sw…",neuro_rad,RadResister
22,2020-08-21 03:50:57,1296656005401579520,has it ever before been normal (neuro-typical) to be as into any cultural product as your modern online stan is? I feel like I’d get sent to the junior high guidance councilor if I was that monomaniacal about idk the Smashing Pumpkins,fstspecial,Clout Atlas
23,2020-08-21 03:48:38,1296655425815736326,@emsterlinggg @lil_rosefairy Get a neuro scan!  I’m telling ya!!,Isahpeta,Isaac Peters
24,2020-08-21 03:48:17,1296655334971342848,@JuanPab87148502 @Tracey1milligan @wesleytkerr @MonicaDhakar @VizcarraJA @TheNotoriousEEG @syaddana_neuro @AMoosaMD @DrAatifHusain @NeuroSonam @StruckAF May we have the honor to send you the device publication and introduction per mail for further cooperation discussion? Our contact is info@delicasz.com; What is your hospital/institution and email contact?,DelicaMedical,Delica Medical
25,2020-08-21 03:48:07,1296655292554305536,@JuanPab87148502 @Tracey1milligan @wesleytkerr @MonicaDhakar @VizcarraJA @TheNotoriousEEG @syaddana_neuro @AMoosaMD @DrAatifHusain @NeuroSonam @StruckAF Dear Sir/Madam. This is Delica Medical who is working on robotic-TCD for neuro ICU cerebral automatic monitoring and multimodal solutions. We have reference sites across Europe and USA.,DelicaMedical,Delica Medical
26,2020-08-21 03:46:29,1296654883932839937,Proud to have @rmd_neuro joining us! Welcome to MGH! @MGH_RI https://t.co/EtaQEzzUDb,EdlowLab,Edlow Lab
27,2020-08-21 03:45:10,1296654550611492864,Reviewing recent advancements in the development of neuro-inspired computing chips https://t.co/BmqybkqNMH via @techxplore_com,Ing_Martin_V,Martín Vásquez
28,2020-08-21 03:45:07,1296654540582912000,"RT @crozSciTech: It's happening again 😲.

Save the dates for Super @neuromatch on Oct 26-30!

This time massively expanded to all of neuros…",LabPigeon,Thomas B
29,2020-08-21 03:43:57,1296654243978412032,"RT @crozSciTech: It's happening again 😲.

Save the dates for Super @neuromatch on Oct 26-30!

This time massively expanded to all of neuros…",hiallen72,Ching-Lung Hsu
30,2020-08-21 03:43:31,1296654137858326529,@MysterySolvent Loss of right sided neuro functioning.,Lynn26772903,Seamstress for the Band
31,2020-08-21 03:43:28,1296654123077492736,@JuanPRojasV1 @Dr_Cit @yourICM @ESICM @matthieulegrand Dear Sir/Madam. This is Delica Medical who is working on robotic-TCD for neuro ICU cerebral automatic monitoring and multimodal solutions. We have reference sites across Europe and USA.,DelicaMedical,Delica Medical
32,2020-08-21 03:43:28,1296654122247163906,@SingsongRaptor @AveryKeelan @bennessb Has your neuro ordered a spinal tap?,sabinaposts,"Sabina is writing (progress: 5,342)"
33,2020-08-21 03:41:48,1296653705354371073,"RT @NeuroscienceNew: Trauma Linked to Cognitive Decline in Adults

People who reported experiencing traumatic events showed greater overall…",Gia_Neuro,Gia
34,2020-08-21 03:41:36,1296653655660048386,"RT @natsechobbyist: My mom and Beau Biden had the same neuro oncologist. We need a cure! {Sorry, I deleted the previous tweet because I use…",BragoVictoria,Vicky Brago-Mitchell
35,2020-08-21 03:40:45,1296653439343222789,"RT @crozSciTech: It's happening again 😲.

Save the dates for Super @neuromatch on Oct 26-30!

This time massively expanded to all of neuros…",alejandro2529,Alejandro Gamba 
36,2020-08-21 03:40:30,1296653379519668229,"RT @crozSciTech: It's happening again 😲.

Save the dates for Super @neuromatch on Oct 26-30!

This time massively expanded to all of neuros…",DiegoGutnisky,Diego Gutnisky
37,2020-08-21 03:40:09,1296653288998305792,@DaveRabin @HourPsychedelic @joinClubhouse @mollymaloofmd @tferriss @MAPS @nickisnpdx @Apollo_Neuro @RickDoblin @kevinrose @apollonysis @bulletproofexec @JuliaAllison Looking forward to this,digitald0ctor,"Dr. Sohaib Imtiaz, MD MPH"
38,2020-08-21 03:39:15,1296653062954561538,@alanmallouhi Ill trade you cardio for neuro,SourPatchMan16,Alec Mansour
39,2020-08-21 03:38:43,1296652928594448385,@NurseNoFilter Posts say that it helps with the neuro balance and overall homeostasis 🤷🏼‍♀️,brklynedwards,Brooklyn
40,2020-08-21 03:37:54,1296652721458683904,"RT @crozSciTech: It's happening again 😲.

Save the dates for Super @neuromatch on Oct 26-30!

This time massively expanded to all of neuros…",AlvaroF,Alvaro Fernandez
41,2020-08-21 03:37:42,1296652673630928896,@judijacobi Dear Sir/Madam. This is Delica Medical who is working on robotic-TCD for neuro ICU cerebral automatic monitoring and multimodal solutions. We have reference sites across Europe and USA.,DelicaMedical,Delica Medical
42,2020-08-21 03:34:18,1296651817397428225,"RT @KingsNeuro: A timely publication by @KingsNeuro Neuro-oncology Team on ""Patient-reported Experience Measure (""K PEN Q"") for Neuro-oncol…",GCS4014,GCS
43,2020-08-21 03:32:41,1296651411669708800,RT @DrAltschul: No Burr Hole Needed. #MMAembo #SDH #neurotwitter https://t.co/kuXtVglkoc,buzz_neuro,NeuroBuzz
44,2020-08-21 03:30:49,1296650940317982721,"This is why I remain a devoted insect neuro acolyte. How could you not want to study these weird, fascinating creatures? https://t.co/yxYRVyyn8U",hokuba,sweta agrawal
